twitterID,text,retweet_count,favorite_count,created_at,location,source
Winsome  Martin,US willing to join UN climate talks despite its intent to exit from Paris agreement - https://t.co/dt2jDsiX5y via https://t.co/pWHEJTyuwf,1,0,2017-08-05 15:47:22,comprotaxbrooklyn@gmail,Twitter Web Client
Julie Arsenault,@GambillJulie @mimi_wells @alicekeeler Thanks. Always a work in progress. Back in Sept after mat leave. Here's my s… https://t.co/3IjFwkydqk,0,0,2017-08-05 15:47:18,,Twitter for iPhone
Virtual Showroom,Create U home style w #homedecor #findings #lighting Apple: https://t.co/M3Twuqt50u Android: https://t.co/FAyJHYdVF2,1,0,2017-08-05 15:45:09,"California, USA",Hootsuite
PK Misra,US willing to join UN climate talks despite its intent to exit from Paris agreement - https://t.co/E9uzorKZF2 via https://t.co/s7rzT5DzWm,2,0,2017-08-05 15:44:25,"Naples, Florida   USA",Twitter Web Client
fandom's accountant,Does anyone at #VividCon have a charger for a Google phone (USB-C)? I left mine @ home and I'm under 50%.meep!,0,0,2017-08-05 15:43:55,Chicagoland,TweetCaster for Android
BUY FOLLO₩ERS :cbe,"RT @LarryCopling: Home for a few days, but wife is visiting the grandkids in Ohio. Went out on Thursday evening and saw the latest... https…",1,0,2017-08-05 15:43:21,,Mobile Web (M2)
LarryCopling,"Home for a few days, but wife is visiting the grandkids in Ohio. Went out on Thursday evening and saw the latest... https://t.co/WMHOhWrcJN",1,0,2017-08-05 15:43:20,"Dallas, TX",Facebook
The Fourth Estate,#republic #world App - https://t.co/1lm2OHitro  #russian  #army  #vehicles take  #home first  #place in intl  #army https://t.co/ugCvIsUhLV,0,0,2017-08-05 15:43:04,,AutoTweetsTFE
カノンボット,[9]【YouTube】Ronald Jenkees - Canon in D Remix https://t.co/bZaDrxSJs4 https://t.co/j37WSZ4KrX,0,0,2017-08-05 15:42:20,Kyoto Japan,カノンを紹介するbot
Godefroy Le Hardi,RT @queenbeckg: I liked a @YouTube video https://t.co/11vm1OVGCA SHOWDOWN: Google Home VS Amazon Echo!,1,0,2017-08-05 15:41:53,Var,TweetCaster for Android
Knowsley Harriers AC,"The Alder Hey Halewood 5k results are out! Well done everyone, hope you enjoyed the race. Results can be found at https://t.co/NA6PBkoCw1",0,0,2017-08-05 15:41:07,"Liverpool, UK",Twitter for iPad
Laurent Christen,Google adds Home speakers to its software preview program https://t.co/b02H2SLxHe,0,0,2017-08-05 15:40:53,Switzerland,Twitter for iPhone
Deb Schyvinck,@SaveMyCare @AZ_Indivisible @JeffFlake Great place to spot senators as they arrive home on their taxpayers paid fli… https://t.co/K4dBKiUAov,5,3,2017-08-05 15:39:10,"Venice, FL",Twitter Web Client
Don´t be Afraid,Ultra-Modern home that lights up the sky hits market in Museum District https://t.co/7rcnfPLoUo,0,0,2017-08-05 15:39:05,Europe,dlvr.it
Claire Prévost,In Memorie for #Arturo Tweet with us ! https://t.co/26sKJBV6Ne  https://t.co/0KSvw6Mp2k,0,0,2017-08-05 15:38:12,,Twitter Web Client
Gloria Sanchez,"@RawBeautyKristi 😂 same thing happens in my home. That is, until I google the topic and one of us is proven wrong.",0,1,2017-08-05 15:37:18,NYC,Twitter for iPhone
IT Job Pro,https://t.co/HTs30E39Mo Google Home users will (soon?) be able to try new features early if they know… https://t.co/NRwJrAZjlc @ITJobPro,0,0,2017-08-05 15:37:09,New York - London,dlvr.it
MoBe,"A full Saturday at home with no one visiting and no festival plans.
Just asked Google for ""potato recipes"" (this week is a good food week).",0,0,2017-08-05 15:36:42,Dublin,Twitter Web Client
Home Improvement Tip,Kirby: Trapped in the time warp of home renovation https://t.co/arVJV4UA3j,0,0,2017-08-05 15:36:26,"Las Vegas, NV",IFTTT
Luxury Google News,Daily Dream Home: Lake Eola https://t.co/LpTATAjutF https://t.co/Ipz8V9TDmD,0,0,2017-08-05 15:36:10,LA,dlvr.it
Julien Kieffer,#google adds Home speakers to its software preview program https://t.co/7HfgYrIzHB,0,0,2017-08-05 15:36:02,"Nancy, France",VingtCinqGrowth
Get Gamed,#Latest #Gaming Google adds Home speakers to its software preview program: Google i.. https://t.co/eHOSR5aTmH https://t.co/yWbdqiI4PD,0,0,2017-08-05 15:34:17,Gamers World  ,SocialOomph
Ahmad Bilal,"Devices like @Google Home and @Amazon Echo have the ears, but can be way more contextual with eyes (high-res surround cameras).",0,0,2017-08-05 15:33:44,"East Renton Highlands, WA",Twitter Web Client
BHIVE HealthCare,Home Health Provider Achieves Two Highest Scores #healthcare #bhive https://t.co/kAgUJA8NU4,0,0,2017-08-05 15:33:08,"Arkansas, USA",SocialOomph
Martin Holmes,Google adds Home speakers to its software preview program - Google is giving you a way to get updates for its H... https://t.co/z3nuxwGTOt,0,0,2017-08-05 15:30:31,Watford UK,Hootsuite
Jodi Butera,"House of the Week: 'One of a kind' Manlius home features indoor ...

https://t.co/R6AFvSdBkj

Shared from my Google feed Brittany'",0,0,2017-08-05 15:30:21,"Auburn, NY",Twitter for Android
Opine●IT,City of Hope Experiences Phishing Incident https://t.co/tz7YhS1dh2 🗣#Opines on #IT,0,0,2017-08-05 15:30:18,,IFTTT
patrick mc bride,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP. https://t.co/tU1VI2Q9n0",392,0,2017-08-05 15:29:49,,Twitter Web Client
Said Abdillah,#Google adds #Home speakers to its software preview program https://t.co/A844ax9EAW https://t.co/QOQcF0oWZP,0,1,2017-08-05 15:28:06,"Mombasa, Kenya",dlvr.it
GOODManor,Google adds Home speakers to its software preview program https://t.co/o2oN8s3ZDl,0,0,2017-08-05 15:28:05,,dlvr.it
Cama Lounge,Google adds Home speakers to its software preview program https://t.co/nzsTmrIs4y,0,0,2017-08-05 15:28:04,NYC,dlvr.it
Security Testing,"RT @Anon4dolphin: #OpSeaWorld an #Anonymous operation
https://t.co/MmsURfaZ6v &lt;&lt; tweets and more
 Be A voice for the voiceless #JoinUs http…",4,0,2017-08-05 15:27:32,"Hyderabad, India",twiteebo
NativeAdInst,Why Amazon's home makeover show should make Google and Facebook nervous https://t.co/vovp0USGKH via @mashable… https://t.co/EYJ0jP9Qbi,0,0,2017-08-05 15:26:08,"Copenhagen, Denmark",Buffer
KT Goff,"RT @TrumpPres2017: @polNewsForever Google is... 

Google is...not a search engine
Google is...a manipulative deception
Google is...a tool t…",5,0,2017-08-05 15:25:43,,Twitter for iPhone
"Natasha Rachell,EdS",The @APSInstructTech #SolarEclipse2017 portal of resources!  https://t.co/4BZnnEKJdR @ahrosser @APSScienceRules… https://t.co/cjUCrNZ474,0,1,2017-08-05 15:24:51,Atlanta Public Schools,Twitter Web Client
Claire Prévost,Tweet with us!  RT #CaptivityKills https://t.co/hz1azGv9QE #OpPolarBear #NeverAgain https://t.co/q1nvaGYrnG,0,0,2017-08-05 15:24:40,,Twitter Web Client
Antoine Guittet,this tweet is sent from my Google home,0,1,2017-08-05 15:24:09,"Paris, France",IFTTT
rnsills,How to Buy Things With Google Home https://t.co/n1z28gM2p5,1,1,2017-08-05 15:24:03,"London, England",Prescieŋt Info
jt,"RT @SSDRewatch: #POstables - 
The #1PerNightCountdown to #HomeAgain starts Sept 5th! 
Find everything you need to know to join in @ https:/…",4,0,2017-08-05 15:23:57,,Twitter Web Client
Pop Music Feed,"Luis Fonsi, Daddy Yankee &amp; Justin Bieber's “Despacito” Earns 12th Week At #1 In Australia: https://t.co/lqCm4ioL6W",0,0,2017-08-05 15:23:20,,IFTTT
SSD Rewatch,"#POstables - 
The #1PerNightCountdown to #HomeAgain starts Sept 5th! 
Find everything you need to know to join in @… https://t.co/CRD8ukG8Pz",4,6,2017-08-05 15:22:27,,Twitter Web Client
TSBurkhardt,"RT @HealthRanger: Roomba pursuing plan to share 3D maps of your private home with Google, Apple and Amazon https://t.co/fOlL8KjYd8 #RejectT…",29,0,2017-08-05 15:21:26,USA,Twitter Web Client
Tim C,"@ITHINGS4 launchs the best #LED Strip w/ Alexa, Google Home &amp; IFTTT =&gt; #DLIGHT4 campaign starts soon on #kickstarter https://t.co/eQSu2UbhGQ",1,0,2017-08-05 15:20:26,,Gleam Competition App
Tim C,"look this easy to install #LED Strip #Alexa #Google Home &amp; #IFTTT , #DLIGHT4 campaign soon to launch on #kickstarter https://t.co/eQSu2UbhGQ",0,0,2017-08-05 15:20:25,,Gleam Competition App
Buscaré otro Nick,Google adds Home speakers to its software preview program https://t.co/dAbpZEJ5Vz #Gadgets,0,0,2017-08-05 15:20:05,D.F. México,dlvr.it
Acante Solutions,Turns out #Google is quite the comedian - if you know what to ask it! https://t.co/PnCHFy8D59 #tech,0,0,2017-08-05 15:20:04,"Reading, UK",Hootsuite
QueenBecceyG,I liked a @YouTube video https://t.co/11vm1OVGCA SHOWDOWN: Google Home VS Amazon Echo!,1,0,2017-08-05 15:20:04,Townsville,Google
kickdown,Google adds Home speakers to its software preview program https://t.co/4yLmGQPshI,0,0,2017-08-05 15:20:03,Hamburg,Google
David Walker,URWork Moving in on WeWork's Home Turf With NYC Co-Working Centre https://t.co/rZ4kbHJqSd #coworking #innovation,0,4,2017-08-05 15:19:42,"Austin, TX",dlvr.it
Kabiru Abdulhamid,Google adds Home speakers to its software preview program https://t.co/dU27M06nt4 #gear #google #googlehome #home https://t.co/PUTYaO1NqW,0,0,2017-08-05 15:19:11,Nigeria ,dlvr.it
Andy Burton,Astronomers discover the oldest known asteroid family https://t.co/yQWMkndhXz,0,0,2017-08-05 15:19:08,"Grimsby, England",dlvr.it
MobilityScooterSpain,Astronomers discover the oldest known asteroid family https://t.co/VDkF3CcD7S,0,0,2017-08-05 15:19:07,"Jacarilla, España",dlvr.it
TCV,7 tips for listening to @Spotify on Google Home https://t.co/kxzrmJv5OR via @CNET,0,0,2017-08-05 15:18:45,,Twitter Web Client
The Mash,Google adds Home speakers to its software preview program https://t.co/vjQsH8fyzi,0,0,2017-08-05 15:18:33,"London, England",Google
ERA Hirsch RET,Family Home in Georgia Inspired by the English Countryside https://t.co/3Dvm1hDk9R https://t.co/wppDtuAGo4,0,0,2017-08-05 15:18:03,,engage121
Laura,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP. https://t.co/tU1VI2Q9n0",392,0,2017-08-05 15:16:48,Italia,Twitter Web Client
Christina Hills,Do you want to have a phone number on your #website but want to avoid listing your home number or cell phone?! https://t.co/ZsHmh1Ci9e,0,0,2017-08-05 15:16:16,California,SocialOomph
keith roan,"Drobo 5N2 review: fast, reliable, redundant, and easy network storage for home or small business https://t.co/FQOUhXs2wA",0,0,2017-08-05 15:15:32,,Hootsuite
Matt Friedman,Join us for the 2nd annual Downingtown Area Technology Conference #DETC17 presentations accepted until August 31st. https://t.co/uBAST4OjcO,1,1,2017-08-05 15:15:03,"Dowingtown via Pittsburgh, PA",Buffer
Chris Maddern,@mdudas @Google @facebook @Snap Really hammering this one home 😂😂😂😂,0,2,2017-08-05 15:14:44,New York City,Twitter for iPhone
David Art Wales,Is it just me or does this seem odd?... https://t.co/bPX67abn1I,0,0,2017-08-05 15:13:44,NYC,Facebook
jesuah maduro,RT @AhmedMoeee: (REVENGE ON GOOGLE) DO NOT MAKE GOOGLE HOME VOODOO DOLL AT 3:00 AM *THIS... https://t.co/EgpeOqbyWR,57,0,2017-08-05 15:12:53,,Twitter for iPhone
0309,"RT @suganightsdream: [PH GO🇵🇭] NyanGi doll by @nyangi_doll 
Php 1,200 
📆 07/28-09/26
8 SLOTS LEFT! Bring NyanGi home~ 

Order form: https:/…",8,0,2017-08-05 15:12:36,"Daegu, Republic of Korea",Twitter for Android
Eric,RT @PaladinsRumble: You can find the sign ups HERE&gt;&gt;&gt;https://t.co/vMpOVsa7ZO,1,0,2017-08-05 15:11:25,"Liberal, KS",Twitter for Android
Tech Press,Google adds Home speakers to its software preview program https://t.co/fyoew7Hq6p https://t.co/X7gImR0Jg3,0,0,2017-08-05 15:09:50,,WordPress.com
Made by Google,@musicflag We're sure your Google Home appreciates having someone to talk to as well!,0,0,2017-08-05 15:09:43,,Conversocial
gab.ai/anorganicbear,"RT @TrumpPres2017: @polNewsForever Google is... 

Google is...not a search engine
Google is...a manipulative deception
Google is...a tool t…",5,0,2017-08-05 15:09:24,VA,Twitter for iPhone
AhmedNabil,Google adds Home speakers to its software preview program https://t.co/mCkcJyItQT https://t.co/Qa2BEJaNF5,0,0,2017-08-05 15:09:16,Mansoura-Egypt,WordPress.com
Chuck Mein,Google adds Home speakers to its software preview program: https://t.co/vbNrfWUZEm,0,0,2017-08-05 15:07:59,San Francisco,TwittHub
Anna-Maria,Relaxing at home with this yummy Almond cake :D Picture from google ;) Cake to movies lol https://t.co/IsWxd5fp8b,0,0,2017-08-05 15:07:54,Sweden,Twitter Web Client
Mike Knipe,"@FellBound A very quick google produces lots of things called Glencoe - from firms such as Wickes and Nike, a care home in Yorkshire etc etc",0,4,2017-08-05 15:07:12,"crook, co durham, UK",Twitter Web Client
Gamer Agent,Google adds Home speakers to its software preview program https://t.co/H9JsHEVHGV #game#gamer,0,0,2017-08-05 15:06:57,,IFTTT
Ling Cheung,"@ITHINGS4 launchs the best #LED Strip w/ Alexa, Google Home &amp; IFTTT =&gt; #DLIGHT4 campaign starts soon on #kickstarter https://t.co/VPmButgfRs",0,0,2017-08-05 15:06:48,,Gleam Competition App
Ling Cheung,"look this easy to install #LED Strip #Alexa #Google Home &amp; #IFTTT , #DLIGHT4 campaign soon to launch on #kickstarter https://t.co/VPmButgfRs",0,0,2017-08-05 15:06:47,,Gleam Competition App
FemFrog,G+: Home Alone You'd always asked me what time I got home when you left to go somewhere without me..... to wander… https://t.co/yIxITz4gwL,0,0,2017-08-05 15:06:16,Sacramento,ManageFlitter
John Westra,Oculus updates its Home platform to play nice with Steam purchases https://t.co/GgZwPXECCz #VR,0,0,2017-08-05 15:06:12,Colorado / Michigan - USA,dlvr.it
Sue Fenwick,Google adds Home speakers to its software preview program https://t.co/a8WmXHQcuO https://t.co/d53GHvhYTk,0,0,2017-08-05 15:06:07,"Boston, MA",dlvr.it
Virtual Showroom,Take a picture &amp; decor #home w trendy products #lighting Apple: https://t.co/M3Twuqt50u Android: https://t.co/FAyJHYdVF2,0,0,2017-08-05 15:05:08,"California, USA",Hootsuite
Gramin Krishi,Image: Sawdeshi KART - Home | Facebook https://t.co/mUoZOgaU1a,1,0,2017-08-05 15:05:02,Delhi,Facebook
Chris McMichael,"RT @BarrowCTAE: Teachers, are you starting off the year with Soft Skills and team building? Here are 60+ free lessons you can use! https://…",5,0,2017-08-05 15:04:41,Barrow County School System,Twitter for iPhone
Kate Henneinke,Google adds Home speakers to its software preview program https://t.co/CsqcGWaREc,0,0,2017-08-05 15:04:35,,IFTTT
Freeware Update,Google adds Home speakers to its software preview program - Engadget https://t.co/MkgBQIYFww,0,0,2017-08-05 15:04:04,,dlvr.it
Pascal Burlet,RT @engadget: Google adds Home speakers to its software preview program https://t.co/o07Iy5ANvo https://t.co/RDkSQsg3p3,20,0,2017-08-05 15:04:02,Zürich,Twitter for iPhone
Noah Swint,Google adds Home speakers to its software preview program https://t.co/CZ4tn8GqLu,0,0,2017-08-05 15:03:52,"Washington, DC",Google
HIXTAPE -lmnop 💜,"RT @BTS_Billboard: Buy/Gift @BTS_twt:

—""Come Back Home""
https://t.co/OjU3WGhe3V
https://t.co/yqadLsyWql

—YNWA
https://t.co/mhkimjJodM
htt…",50,0,2017-08-05 15:03:44,,Twitter for Android
HIXTAPE -lmnop 💜,"RT @BTS_Billboard: BUY OR GIFT Come Back Home by @BTS_twt: 
iTunes: https://t.co/pX3Tmcd8TP

Google Play: https://t.co/59rc6KjTq2",56,0,2017-08-05 15:03:32,,Twitter for Android
Primal,"@arunsanthosh04 Why Amazon's home makeover show should make Google and...
https://t.co/nbUn8Bd7pn via mashable https://t.co/TPa2hQEVBo",0,0,2017-08-05 15:03:08,,Primal for Twitter
Bartosz,"RT @IThings4: LED Strip Lights made easy ! ready for Alexa, Amazon Echo Dot, Google Home, IFTTT by DLIGHT4 LED https://t.co/jMpNQkJzio",1051,0,2017-08-05 15:03:07,,Gleam Competition App
HIXTAPE -lmnop 💜,"RT @BTS_Billboard: Buy/Gift @BTS_twt:

—""Come Back Home""
https://t.co/OjU3WGhe3V
https://t.co/yqadLsyWql

—YNWA
https://t.co/mhkimjJodM
htt…",66,0,2017-08-05 15:02:49,,Twitter for Android
hjstella_home,"Houndoom (58%/12/8/6/CP 1563/Lvl 23) has appeared 1.7km (NE) away, til 00:31:55 (29m 18s). https://t.co/Bra3ERsiJM",0,0,2017-08-05 15:02:37,,pokealarm_hjstella
BHIVE HealthCare,Home Health Provider Achieves Two Highest Scores #HealthCare #bhive https://t.co/OaF1WXcIsb,0,0,2017-08-05 15:02:36,"South Dakota, USA",SocialOomph
marching,"for serious or leisure
even in court, #EmoryUniversity #agents told ""all lies, plain and simple""
#Comey #truth… https://t.co/Rq6bQh5KLO",0,0,2017-08-05 15:02:25,,Postcron App
Chris Chiarella,RT @engadget: Google adds Home speakers to its software preview program https://t.co/o07Iy5ANvo https://t.co/RDkSQsg3p3,20,0,2017-08-05 15:02:13,"Houston, TX",Twitter for iPhone
HIXTAPE -lmnop 💜,"RT @BTS_Billboard: Buy/Gift @BTS_twt:

—YNWA
https://t.co/mhkimjJodM
https://t.co/vk8X2GvhXF

—""Come Back Home""
https://t.co/OjU3WGhe3V
htt…",44,0,2017-08-05 15:01:11,,Twitter for Android
Stan Bullard,"CLEVELAND -- Riverfront site of rare scale with downtown views sells. 
https://t.co/n1udAq27FP  https://t.co/IldVlHq81M",0,0,2017-08-05 15:01:07,"Cleveland, OH",Hootsuite
Home Grown Radio ™,Listen to the Home Grown Radio Podcast on the go by subscribing on Google Play Music https://t.co/2heDUnSR1a,0,0,2017-08-05 15:01:00,"Los Angeles, CA",Gremlin Social
AIVAnet,#Google adds #Home speakers to its software preview program - https://t.co/GKnHad0oi6 #News,0,0,2017-08-05 15:00:59,"Athens, Greece",AIVAnet_Site
🇵🇱 Piotr Dybiec,#Google adds Home speakers to its software preview... https://t.co/1k02X98ebv #engadget,0,0,2017-08-05 15:00:35,"Łódź, Polska",Tweetbot 3 for iΟS
"Curasi Realty, Inc.",Creating the Ultimate Guest Room: How to Make Guests Feel Right at Home https://t.co/QUyuF1oqNT https://t.co/eDlsQgq3Bf,0,0,2017-08-05 15:00:13,"Montgomery, NY",engage121
Fernando Marín,Google adds Home speakers to its software preview program https://t.co/Vi11KXlckD #Engadget #Gadgets #Technology #Innovation,0,0,2017-08-05 15:00:00,España - LATAM,Microsoft PowerApps and Flow
shane starnes,Bought an Amazon alexa because Google Home never plays the music I ask for even though I have a play music subscription.,0,4,2017-08-05 14:59:55,,Twitter for Android
